Timestamp, Pad 0, Pad 1, Pad 2, Pad 3, Pad 4, Pad 5
14185.8114,0,0,0,0,0,0
25069.4339,41778,42188,41161,44031,44913,47508
26076.4915,41792,42178,41155,44033,44919,47508
27091.5495,41803,42187,41164,44044,44935,47514
28101.6073,41795,42185,41155,44033,44910,47505
29116.6654,41746,42187,41159,44048,44923,47502
30131.7234,41770,42186,41154,44033,44928,47513
31144.7814,41772,42185,41153,44032,44915,47508
32160.8395,41774,42178,41167,44034,44922,47512
33172.8974,41800,42186,41163,44037,44922,47510
34187.9554,41767,42192,41158,44028,44917,47503
35201.0134,41754,42177,41150,44023,44913,47505
36213.0713,41758,42189,41159,44044,44923,47510
37228.1293,41752,42187,41158,44038,44915,47505
38245.1875,41817,42204,41174,44033,44930,47518
39256.2453,41754,42190,41166,44036,44925,47505
40270.3033,41800,42183,41161,44030,44911,47503
41284.3613,41757,42185,41166,44022,44913,47503
42297.4193,41756,42189,41159,44031,44912,47507
44083.5214,41756,42200,41171,44034,44914,47503
44577.5497,41770,42184,41157,44030,44919,47516
45589.6076,41787,42205,41170,44036,44925,47512
46602.6655,41756,42200,41158,44041,44908,47494
47618.7236,41794,42199,41157,44039,44917,47504
48632.7816,41805,42184,41157,44025,44916,47508
49645.8396,41786,42191,41155,44045,44916,47506
50660.8976,41807,42186,41159,44046,44923,47519
51674.9556,41808,42180,41157,44030,44922,47525
52689.0136,41749,42197,41158,44038,44925,47505
54538.1194,41810,42180,41168,44038,44927,47519
55013.1466,41739,42174,41148,44022,44925,47513
56026.2045,41751,42193,41167,44037,44921,47531
57039.2624,41805,42187,41159,44046,44921,47509
58058.3207,41786,42191,41165,44035,44914,47503
59068.3785,41820,42182,41168,44044,44924,47512
60081.4364,41798,42187,41162,44034,44917,47506
61096.4945,41803,42195,41169,44035,44912,47496
62109.5524,41768,42191,41164,44041,44933,47513
63123.6104,41817,42188,41156,44025,44909,47503
64901.7122,41812,42191,41155,44039,44916,47512
65573.7506,41720,42179,41157,44030,44917,47505
66587.8086,41759,42195,41164,44039,44922,47507
67601.8666,41784,42201,41156,44028,44917,47502
68615.9246,41789,42194,41155,44030,44919,47503
69629.9826,41814,42199,41162,44028,44916,47502
70645.0407,41800,42187,41160,44030,44914,47504
71659.0987,41807,42188,41161,44036,44924,47507
72672.1566,41772,42180,41170,44040,44919,47510
73686.2146,41789,42187,41162,44046,44918,47506
74700.2726,41803,42176,41164,44047,44919,47521
75715.3307,41821,42185,41172,44040,44918,47508
76728.3886,41799,42185,41161,44043,44928,47525
77742.4466,41790,42186,41163,44031,44913,47489
78755.5045,41792,42186,41173,44043,44926,47510
79770.5626,41767,42189,41161,44040,44929,47511
80784.6206,41756,42190,41161,44032,44921,47504
81798.6786,41773,42188,41166,44041,44916,47511
82811.7365,41760,42185,41155,44046,44923,47517
83826.7946,41793,42180,41155,44043,44920,47519
