Timestamp, Pad 0, Pad 1, Pad 2, Pad 3, Pad 4, Pad 5
249.6004,41899,41880,41786,44270,45738,48207
1253.0022,41975,41893,41786,44284,45751,48258
2267.004,41920,41885,41780,44263,45732,48276
3281.0058,41906,41885,41791,44269,45733,48342
4297.5076,41973,41895,41805,44273,45729,48398
5311.5094,41908,41876,41792,44275,45733,48399
6330.5113,41946,41880,41804,44286,45738,48438
7347.0131,41901,41880,41778,44280,45730,48457
8361.0149,41936,41903,41788,44277,45741,48492
9377.5167,41932,41873,41761,44258,45692,48467
10391.5185,41960,41880,41792,44275,45737,48517
11405.5203,41957,41893,41802,44271,45726,48515
12419.522,41962,41865,41762,43583,44653,47631
13433.5238,41904,40995,40813,43259,44650,47628
14433.8258,41849,41636,40864,43263,44643,47649
15447.8276,41854,41147,40802,43251,44639,47627
16461.8294,41069,40847,40799,43248,44643,47632
17482.7315,41042,40849,40803,43259,44654,47637
18496.7332,41023,40848,40791,43242,44649,47632
19510.735,41039,40860,40806,43247,44648,47645
20521.637,41031,40871,40808,43240,44636,47616
21535.6388,41336,40873,40807,43258,44651,47625
22549.6405,41786,40866,40812,43257,44647,47633
23566.1424,41906,41825,41765,43445,44649,47627
24579.5443,41930,41873,41786,44164,44680,47644
25593.5461,41942,41884,41791,44265,44922,47637
26607.5479,41985,41885,41785,44279,45270,47660
27621.5497,41959,41890,41795,44282,45602,47672
28635.5515,41922,41874,41786,44277,45689,47715
29649.5532,41901,41889,41791,44280,45726,47799
30663.555,41973,41889,41787,44275,45726,47900
31677.5568,41966,41898,41792,44283,45727,47959
32691.5586,41905,41876,41798,44288,45744,48080
33705.5604,41980,41871,41787,44278,45739,48120
34719.5622,41986,41890,41801,44272,45740,48194
35733.5639,41954,41901,41811,44302,45740,48228
36750.0658,41935,41892,41803,44290,45740,48270
37764.0675,41904,41876,41802,44297,45744,48287
38778.0693,41934,41864,41771,44274,45709,48357
39797.0712,41916,41881,41779,44297,45756,48400
40811.073,41956,41911,41788,44285,45745,48407
41825.0747,41929,41886,41795,44285,45737,484
